,review_id,text,breakfast/brunch,atmosphere,mexican food,fast food,waiting time,service quality,Japanese food/seafood,pizza/wings,healthy,flavor,bar/alcohol,price,location
546426,cBq7bcA5tqKKE2_P1Pfoqg,"My friends and I ate here during Memorial Day weekend, which hiked up the dinner price by about $5. Make sure you come here starving or something because the price per head will make a dent in your wallet. 
 

 I went for the expensive stuff first. You have to get your money's worth, duh! The main attractions (for me at least) would be prime rib, brisket, crab legs, and lobster ravioli. Everything was pretty tasty, too, which is always a plus at a buffet. They also have a pho station and a made to order salad station! Another station worth noting is the cheese, meat, and crackers station, which I thought was really cool to see at a buffet, yet so dangerous lol. 
 

 There is also a wide array of desserts. First stop: gelato! Was it the best gelato I've ever had? No. It tasted more like icy ice cream, but it was decent. Make sure you don't miss the chocolate fountain! You have to stand in line and an employee will dip fruits/rice krispies for you. Once the chocolate sets, though, it'll be stuck to the plate. None of the desserts really wowed me, unfortunately. 
 

 The service here was decent. Our waiter would disappear from time to time, which is understandable, considering it is a huge buffet. It just sucked when we needed water refills or napkins. Also, there were tons of families here with their kids, who were running around and playing in the restaurant. Their parents didn't even try to stop them! Be mindful of this when you're navigating to your table carrying your plate (or two) because my friend almost tripped over a kiddo! 
 

 Tbh, I don't see myself coming back here. It's too expensive! I shouldn't have come during a holiday weekend, which is my own fault, but I definitely don't think this was worth $40 per person (after tax).",0,-1,0,0,0,0,1,0,0,1,0,-1,0
536013,Mloz1m-q72NhpLmbxtmlfw,"Hellfire Saloon is an unexpected delight! I have lived in the neighborhood for a few years, but I never figured that there was a decent hangout spot in the shopping center at S. McCarran and Mira Loma...Boy, was I wrong! A few different businesses have occupied the space over the past few years, and when I noticed Hellfire's sign last year, I just figured it was a divey biker bar. 
 

 Don't get it twisted, I love me some dive bars, but I was pleasantly surprised to discover how clean, open, and family-friendly Hellfire Saloon actually is! The restaurant is open, friendly, well-lit, and smoke-free, with ample room for parties. They have live music several nights per week, and offer full bar and restaurant services at VERY affordable prices! This bar is so much nicer than it looks from the outside, and the waitstaff is great! Our server was so attentive, friendly, and anticipated our needs better than Miss Cleo! (I know, I'm dating myself here, but I hope you're old enough to know to whom I'm referring...) I got so into the music (Lawdog Marks), that I didn't even catch my excellent server bussing my empty cocktail and when I turned my head back to my friends at the table, Presto Chango! A brand new drink was right in front of me! Excellent service!!!
 

 I am withholding a star because I ate dinner before visiting Hellfire, and I want to taste their food! Some nearby patrons were noshing on simple caesar salads, and I could smell the deliciousness from my adjacent table...It says a lot about food quality when a simple salad smells that good! My only caveat is that the bartender was a little pissy when I ordered my last call drink. Last call had already been ordered, and the bartender was busy closing checks, so he didn't notice me for a few minutes. He totally gave me an attitude and said it was past call when I ordered, but I politely said that I was waiting for him to turn around and notice me. He had no problem filling the last call orders of other patrons that were right beside me (who had been likely ordering all night), and he didn't give any of them a hard time. He still filled my order, but he definitely watered it down. Whatever, it was the end of the night, and I understand wanting to close down. I just don't get why it's more acceptable to fill one patron's order over another's, especially when you're still filling orders. We're all human though, and this hiccup is no reason to downgrade Hellfire. I'm totally excited to come back and taste their menu!",0,1,0,0,0,-1,0,0,0,1,1,1,0
147882,rc5AT5fPhkh8PXrO_Oz8_A,"This may be my new go to spot. Chicken was on point for sure and the heat was just right. Sides (I had okra) was excellent. If you like hot chicken this is definitely worth a stop. Located on the east side nearly adjacent to Pharmacy and Mas Tacos. The spice level was solid. I got the singe and slow burn. I like hot food a lot and my tolerance is pretty high. For the average person slow burn will be plenty. I will probably go up a level or two next time just to see what it can do.  Order took right at about 15min as advertised. I'm not sure what it will be when they get busy. They don't sell drinks but you can pick them up in the jiffy that they share a parking lot with. You should know, this is a no frills place. No seating, limited parking (it's a gas station lot) so you will be waiting outside. That said the food was excellent and the guy at the counter was very nice. Can't wait to see this place grow. I hope it stays because it's walking distance for me. Definitely check this place out.",0,0,1,0,0,0,0,0,0,1,0,0,1
217714,2pKY8hwdI3y7mse9_9yCqQ,"I wanted to love this place b/c of the middle eastern and southern fusion. The food is actually quite delicious - especially the whipped feta. You must always get a side of whipped feta and hummus (but they don't use the traditional raw garlic like in Israel). But - it's overrated and the service was just so poor that I couldn't recommend this place again.
 

 Generally- Nashville is filled with southern hospitality. But - we had a reservations for 1:30pm and did not sit down until 2:15pm with no prior notice that they were behind until we got there! It was clear they were busy, and the bartenders seemed bothered by you since we didn't have anything to do - but wait. If you are with a bridal shower, bachelorette, or have some type of out of town appearance - they are just not as friendly to your party. At least- that is how I felt. And with 45 minutes of no southern hospitality, they didn't even offer to comp our drinks or hummus. I thought this was just poor business etiquette. The staff also (besides the owner - who was nice but scattered) did not understand the history of the food and what ingredients where in it. 
 

 The Food:
 1) Feta
 2) Hummus
 3) Kale Salad
 4) SHAKSHUKA is pretty authentic and has great flavors!
 

 So this is a beauty trendy place, you are paying slightly higher price tags for the food - but if aren't in a rush - go and check out a cocktail and that whipped feta!",0,0,0,0,-1,-1,0,0,0,-1,0,-1,0
248090,pgp1hNNW-wVDSrMGagh-8g,"Had been a couple of times previously and ordered smoothies. A tad bit bland but good. However the Poke Bowl was fabulous. A really great deal and top quality. The Hawaiian Poke had top grade tuna, avocado, edamame, cucumber, scallions, white rice and soy sauce. DELICIOUS! The employees are very nice. It is a fun challenge to get my suv around to the pickup window, but mission accomplished. Great addition to the area!",0,0,0,0,0,1,0,0,1,1,0,1,0
562856,10yNwgi2MD90BgpGnOZYSQ,"I have kept my eyes on this restaurant, waiting for it to open. My mouth has been watering looking at the menu for the last month. Since they just openned last week, their menu is really limited. They are working hard to get everything up to speed, and I can say the 5 dishes I tried were great.  
 

 Service was very attentive. They were 40% full, so the real test will come when restaurant restrictions are lifted. It's best to call them for their opening hours because the information is different between their website, FB, and Yelp.
 

 I look forward to testing the rest of their menu, and maybe change my review to 5 stars.",0,0,0,0,0,1,0,0,0,1,0,0,0
387831,4XQwq-1oQ1Eb7I3ZPKycOA,The food here is always fresh and delicious!!! Been coming here for ever. The staff is always so so friendly. Best breakfast place in Tucson. Jona is the best ask for her !,1,0,0,0,0,1,0,0,0,1,0,0,0
502289,o6v8qOA9pVw2bheSWrTJfQ,"Great experience as always at the Tavern at Valley Forge tonight! Got the fish and chips, French onion soup and a burger! Did not disappoint! Staff here is always great! Support your local small businesses!",0,0,0,1,0,1,0,0,0,1,0,0,0
624312,A1GIjX4MWR7M_1QhVPe_UQ,"Clearly this is the #1 go to spot in Philly. This is a big market in the city. They have everything your heart desires from donuts to pancakes to chocolate and cheese steaks. You must come here if you are visiting. Expect it to be extra crowded on weekends. Come hungry, leave full and happy. Wish I had something like this closer to home.",0,0,0,0,0,0,0,0,0,1,0,0,1
49987,gO-3RVqYrkKWMjFrwqemEw,"After hearing so many good things about this restaurant and which I actually previously bookmarked, I decided to come check it out one Saturday evening. The restaurant is located on the corner of Main Street in a very nice setting. They have outside seating, but as a fan of interior design, I decided to sit inside. The interior design was pretty neat and well decorated, and the furniture was living room style, I felt like I was sitting in someone's living room! There was a live band playing nice music and one of the guys was also singing. Very inviting vibe and casual atmosphere. 
 

 There is a long list of drinks on their drink menu at very reasonable prices. The food menu was rich and lots of menu options and dishes to choose from. The staff were friendly, but the service was a little slow. Fortunately, the restaurant has an awesome manager, Rebecca, who noticed my frustration and made it right for me. Kudos to her management style!! Jeremie also stopped by to make sure I was satisfied with my food!
 

 I started with the hummus, and for entree I got the wagyu sliders with steak fries and a second side of Mac n cheese. Even though Mac was extra charge, it sounded too good to miss. There were some eggplant dishes I wanted to try, but Wagyu or corned beef hash will always be my first choice! The sliders were delicious, the steak fries were awesome make sure you get a side of BBQ sauce (you'll thank me later), and the Mac n cheese was bomb. Also, I have friend who can only eat Gluten Free and the living room offers a wide variety of GF dishes! 
 

 After so much food, I was hoping this living room had a couch to lay a quick rest before hitting the road",0,1,0,1,0,1,0,0,0,1,0,0,1
